"ID","hh_id","age","gender","is_participant"
"534780500002","5347805",4,0,1
"534780500003","5347805",2,1,1
"534780500004","5347805",0,1,1
"546156500001","5461565",36,1,1
"546156500002","5461565",6,0,1
"546156500003","5461565",1,0,1
"555998000001","5559980",36,1,1
"555998000002","5559980",10,0,1
"555998000003","5559980",8,1,1
"592862400001","5928624",35,0,1
"592862400002","5928624",4,1,1
"592862400003","5928624",7,1,1
"595625200001","5956252",42,0,1
"595625200002","5956252",12,0,1
"595763200001","5957632",35,1,1
"595763200002","5957632",6,1,1
"595763200003","5957632",2,0,1
"614197900001","6141979",36,0,1
"614197900002","6141979",11,1,1
"614197900003","6141979",8,1,1
"614197900004","6141979",3,1,1
"619207600001","6192076",33,0,1
"619207600002","6192076",6,1,1
"619207600003","6192076",3,1,1
"632399100001","6323991",42,1,1
"632399100002","6323991",19,0,1
"632399100003","6323991",17,1,1
"632399100004","6323991",5,1,1
"654020900001","6540209",45,0,1
"654020900002","6540209",9,1,1
"654020900003","6540209",7,0,1
"720010600001","7200106",41,0,1
"720010600002","7200106",12,1,1
"720010600003","7200106",9,0,1
"733662300001","7336623",41,1,1
"733662300002","7336623",14,0,1
"733662300003","7336623",12,0,1
"756602200001","7566022",42,0,1
"756602200002","7566022",13,1,1
"756602200003","7566022",11,1,1
"758393500001","7583935",47,0,1
"758393500002","7583935",16,0,1
"758393500003","7583935",16,0,1
"758393500004","7583935",12,0,1
"773783300001","7737833",36,1,1
"810313900001","8103139",45,0,1
"810313900002","8103139",3,0,1
"821042100001","8210421",42,0,1
"821042100002","8210421",14,1,1
"821042100003","8210421",12,1,1
"821042100004","8210421",8,1,1
"826955400001","8269554",43,0,1
"826955400002","8269554",14,1,1
"826955400003","8269554",11,0,1
"834528300001","8345283",5,0,1
"840070500001","8400705",36,1,1
"840070500002","8400705",40,0,1
"840070500003","8400705",6,1,1
"840070500004","8400705",3,1,1
"851614200001","8516142",37,0,1
"851614200002","8516142",7,0,1
"851614200003","8516142",2,1,1
"856990800001","8569908",34,1,1
"856990800002","8569908",12,0,1
"856990800003","8569908",8,0,1
"935263200001","9352632",44,1,1
"935263200002","9352632",3,1,1
"935264200001","9352642",34,0,1
"935264200002","9352642",4,1,1
"935264200003","9352642",2,1,1
"944798900001","9447989",41,0,1
"944798900002","9447989",12,0,1
"944798900003","9447989",10,0,1
"944798900004","9447989",8,0,1
"957186600001","9571866",30,1,1
"957186600002","9571866",3,1,1
"957186600003","9571866",0,1,1
"965486900001","9654869",59,0,1
"965486900002","9654869",26,0,1
"965486900003","9654869",24,0,1
"965486900004","9654869",23,1,1
"965486900005","9654869",19,1,1
"965486900006","9654869",0,1,1
"974963800001","9749638",40,0,1
"974963800002","9749638",12,0,1
"974963800003","9749638",9,0,1
"976216700001","9762167",29,1,1
"976216700002","9762167",5,1,1
"976216700003","9762167",2,0,1
"990436300001","9904363",6,1,1
"990436300002","9904363",4,0,1
"993535700001","9935357",51,0,1
"993535700002","9935357",20,0,1
"993535700003","9935357",11,0,1
"1000209000001","10002090",40,1,1
"1000209000002","10002090",8,1,1
"1000257000001","10002570",37,0,1
"1000257000002","10002570",17,1,1
"1000257000003","10002570",12,0,1
"1000273800001","10002738",37,0,1
"1000273800002","10002738",7,0,1
"1000273800003","10002738",4,1,1
"1000276000001","10002760",35,0,1
"1000276000002","10002760",10,1,1
"1000276000003","10002760",4,1,1
"1000286100001","10002861",39,0,1
"1000286100002","10002861",7,1,1
"1000286100003","10002861",5,1,1
"1000286100004","10002861",4,1,1
"2003330600001","20033306",16,0,1
"2003330600002","20033306",14,1,1
"2003330600003","20033306",12,0,1
"2003332100001","20033321",28,1,1
"2003332100002","20033321",0,1,1
"2003332300001","20033323",44,1,1
"2003332300002","20033323",15,0,1
"2003332300003","20033323",11,1,1
"2003332500001","20033325",42,1,1
"2003332500002","20033325",15,1,1
"2003332500003","20033325",14,1,1
"2003332500004","20033325",12,1,1
"2003332500005","20033325",10,0,1
"2003332600001","20033326",47,0,1
"2003332600002","20033326",9,0,1
"2003332600003","20033326",8,0,1
"2003333900001","20033339",14,0,1
"2003333900002","20033339",11,1,1
"2003335400001","20033354",37,1,1
"2003335400002","20033354",4,1,1
"2003335400003","20033354",2,0,1
"2003336700001","20033367",42,0,1
"2003336700002","20033367",12,1,1
"2003336700003","20033367",11,0,1
"2003339000001","20033390",41,0,1
"2003339000002","20033390",10,0,1
"2003342600001","20033426",46,0,1
"2003342600002","20033426",14,1,1
"2003342600003","20033426",11,1,1
"2003345100001","20033451",37,1,1
"2003345100002","20033451",11,1,1
"2003345100003","20033451",10,0,1
"2003345100004","20033451",6,1,1
"2003346300001","20033463",34,0,1
"2003346300002","20033463",13,0,1
"2003346300003","20033463",5,0,1
"2003346300004","20033463",4,1,1
"2003346700001","20033467",39,0,1
"2003346700002","20033467",5,0,1
"2003346700003","20033467",3,1,1
"2003348800001","20033488",31,0,1
"2003348800002","20033488",5,0,1
"2003348800003","20033488",2,0,1
"2003349200001","20033492",36,1,1
"2003349200002","20033492",9,1,1
"2003349200003","20033492",7,0,1
"2003349200004","20033492",5,0,1
"2003355500001","20033555",31,1,1
"2003355500002","20033555",3,1,1
"2003357100001","20033571",49,0,1
"2003357100002","20033571",16,0,1
"2003357100003","20033571",10,0,1
"2003361400001","20033614",40,0,1
"2003361400002","20033614",12,1,1
"2003361400003","20033614",8,1,1
"2003361400004","20033614",3,0,1
"2003363900001","20033639",40,0,1
"2003363900002","20033639",10,0,1
"2003378300001","20033783",36,0,1
"2003378300002","20033783",6,0,1
"2003378300003","20033783",2,0,1
"2003429700001","20034297",49,1,1
"2003429700002","20034297",7,0,1
"2003448400001","20034484",31,1,1
"2003448400002","20034484",5,0,1
"2003448400003","20034484",3,1,1
"2003448600001","20034486",38,1,1
"2003448600002","20034486",10,0,1
"2003448600003","20034486",4,1,1
"2003451400001","20034514",30,1,1
"2003451400002","20034514",3,1,1
"2003451400003","20034514",1,0,1
"2003492900001","20034929",28,1,1
"2003492900002","20034929",1,0,1
"2003501400001","20035014",33,1,1
"2003501400002","20035014",1,0,1
"2003501700001","20035017",30,0,1
"2003501700002","20035017",5,1,1
"2003501700003","20035017",0,1,1
"2003516800001","20035168",47,1,1
"2003516800002","20035168",5,0,1
"2003516800003","20035168",8,1,1
"2003516900001","20035169",43,0,1
"2003516900002","20035169",11,0,1
"2003526600001","20035266",43,0,1
"2003526600002","20035266",12,0,1
"2003526600003","20035266",9,1,1
"2003538300001","20035383",39,1,1
"2003538300002","20035383",12,0,1
"2003538300003","20035383",10,1,1
"2003552000001","20035520",35,0,1
"2003552000002","20035520",10,0,1
"2003552000003","20035520",7,1,1
"2003552800001","20035528",35,1,1
"2003552800002","20035528",1,1,1
"2003553200001","20035532",29,1,1
"2003553200002","20035532",8,0,1
"2003553200003","20035532",5,1,1
"2003553900001","20035539",33,0,1
"2003553900002","20035539",2,1,1
"2003581800001","20035818",36,1,1
"2003581800002","20035818",9,1,1
"2003581800003","20035818",6,0,1
"2003587700001","20035877",40,1,1
"2003587700002","20035877",9,0,1
"2003587700003","20035877",8,1,1
"2003587700004","20035877",8,0,1
"2003596600001","20035966",39,1,1
"2003596600002","20035966",5,0,1
"2003633800001","20036338",29,1,1
"2003633800002","20036338",3,0,1
"2003633800003","20036338",1,1,1
"2003634000001","20036340",39,1,1
"2003634000002","20036340",11,1,1
"2003634000003","20036340",9,0,1
"2003634000004","20036340",5,0,1
"2003634000005","20036340",4,1,1
"2003634400001","20036344",38,0,1
"2003634400002","20036344",10,1,1
"2003637200001","20036372",32,1,1
"2003637200002","20036372",6,0,1
"2003637200003","20036372",5,1,1
"2003654800001","20036548",38,0,1
"2003654800002","20036548",2,1,1
"2003742300001","20037423",37,1,1
"2003742300002","20037423",12,1,1
"2003742300003","20037423",10,0,1
"2003742300004","20037423",6,0,1
"2003742500001","20037425",32,1,1
"2003742500002","20037425",6,0,1
"2003742500003","20037425",2,1,1
"2003743000001","20037430",42,0,1
"2003743000002","20037430",12,1,1
"2003743000003","20037430",12,0,1
"2003743400001","20037434",37,0,1
"2003743400002","20037434",4,0,1
"2003743400003","20037434",0,1,1
"2003755900001","20037559",41,1,1
"2003755900002","20037559",13,0,1
"2003755900003","20037559",10,0,1
"2003760200001","20037602",40,0,1
"2003760200002","20037602",11,0,1
"2003783800001","20037838",33,0,1
"2003783800002","20037838",3,0,1
"2003783800003","20037838",2,0,1
"2003784400001","20037844",28,1,1
"2003784400002","20037844",6,1,1
"2003784400003","20037844",4,0,1
"2003795700001","20037957",0,1,1
"2005600100001","20056001",31,1,1
"2005600100002","20056001",6,0,1
"2005600100003","20056001",2,0,1
"2005600100004","20056001",2,1,1
"2005600900001","20056009",41,0,1
"2005600900002","20056009",10,0,1
"2005600900003","20056009",9,0,1
"2005600900004","20056009",6,1,1
"2005604200001","20056042",36,1,1
"2005604200002","20056042",9,1,1
"2005604200003","20056042",6,1,1
"2005604200004","20056042",6,1,1
"2005607300001","20056073",35,1,1
"2005607300002","20056073",13,1,1
"2005607300003","20056073",11,1,1
"2005607300004","20056073",5,1,1
"2005611700001","20056117",44,0,1
"2005611700002","20056117",17,1,1
"2005611700003","20056117",15,0,1
"2005611700004","20056117",12,0,1
"2005619700001","20056197",42,1,1
"2005619700002","20056197",8,0,1
"2005619700003","20056197",6,1,1
"2005619700004","20056197",6,0,1
"2005620800001","20056208",41,1,1
"2005620800002","20056208",13,0,1
"2005620800003","20056208",11,1,1
"2005622200001","20056222",46,0,1
"2005622200002","20056222",11,0,1
"2005622200003","20056222",8,1,1
"2005623300001","20056233",32,0,1
"2005623300002","20056233",5,1,1
"2005626500001","20056265",41,1,1
"2005626500002","20056265",8,0,1
"2005626500003","20056265",5,1,1
"2005639900001","20056399",35,1,1
"2005639900002","20056399",4,0,1
"2005639900003","20056399",3,0,1
"2005640700001","20056407",39,0,1
"2005640700002","20056407",18,1,1
"2005640700003","20056407",3,0,1
"2005640700004","20056407",0,1,1
"2005642200001","20056422",43,0,1
"2005642200002","20056422",7,0,1
"2005642400001","20056424",38,1,1
"2005642400002","20056424",16,1,1
"2005642400003","20056424",9,0,1
"2005643500001","20056435",34,1,1
"2005643500002","20056435",6,1,1
"2005643500003","20056435",4,0,1
"2005643500004","20056435",0,0,1
"2005646600001","20056466",42,0,1
"2005646600002","20056466",14,1,1
"2005646600003","20056466",11,0,1
"2005661600001","20056616",37,0,1
"2005661600003","20056616",8,1,1
"2005661600004","20056616",5,1,1
"2005661600005","20056616",3,1,1
"2005680000001","20056800",42,1,1
"2005680000002","20056800",10,1,1
"2005680000003","20056800",8,1,1
"2005681400001","20056814",39,0,1
"2005681400002","20056814",14,1,1
"2005681400003","20056814",13,1,1
"2005681400004","20056814",9,0,1
"2005691400001","20056914",44,1,1
"2005691400002","20056914",14,0,1
"2005691400003","20056914",10,0,1
"2005698500001","20056985",42,1,1
"2005698500002","20056985",12,0,1
"2005698500003","20056985",8,0,1
"2005698500004","20056985",6,0,1
"2005698500005","20056985",3,1,1
"2005701500001","20057015",36,1,1
"2005701500002","20057015",9,0,1
"2005701500003","20057015",7,1,1
"2005701500004","20057015",4,1,1
"2005706200001","20057062",45,1,1
"2005706200002","20057062",14,1,1
"2005706200003","20057062",10,0,1
"2005710800001","20057108",12,0,1
"2005725200001","20057252",40,1,1
"2005725200002","20057252",10,0,1
"2005750500001","20057505",41,1,1
"2005750500002","20057505",15,0,1
"2005750500003","20057505",13,1,1
"2005750500004","20057505",11,0,1
"2005751600001","20057516",43,0,1
"2005751600002","20057516",18,0,1
"2005751600003","20057516",13,0,1
"2005751600004","20057516",11,1,1
"2005759000001","20057590",39,0,1
"2005759000002","20057590",4,1,1
"2005759000003","20057590",1,0,1
"2005778800001","20057788",39,0,1
"2005778800002","20057788",3,0,1
"2005778800003","20057788",1,0,1
"2005783500001","20057835",48,1,1
"2005783500002","20057835",5,1,1
"2005783900001","20057839",41,1,1
"2005783900002","20057839",13,1,1
"2005783900003","20057839",11,0,1
"2005789800001","20057898",0,0,1
"2005793300001","20057933",44,0,1
"2005793300002","20057933",15,0,1
"2005793300003","20057933",12,0,1
"2005793300004","20057933",8,1,1
"2005797600001","20057976",57,0,1
"2005797600002","20057976",5,0,1
"2005800100001","20058001",39,1,1
"2005800100002","20058001",13,1,1
"2005800100003","20058001",9,1,1
"2005810100001","20058101",44,1,1
