Id,Label,timeset,touch,frequency,duration,loc_home,loc_work,loc_school,loc_kindergarden,loc_transport,loc_leisure,loc_grandparents,loc_other,loc_missing,betweenhhmembers,weight,person1,person2,household,sourcerole,targetrole,relation,modularity_class
290,,,1,1,2,1,0,0,0,0,0,0,0,0,1,0.7,22175800001,221758,221758,mother,father,M-F,1
291,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,2003378300001,20033783,20033783,mother,father,M-F,1
292,,,1,1,5,1,0,0,0,1,1,0,0,0,1,1,2003349200001,2003349200002,20033492,father,child,F-C,1
293,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,892028,89202800002,892028,father,child,F-C,1
294,,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,180147,18014700001,180147,father,mother,M-F,1
295,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,6323991,632399100001,6323991,mother,father,M-F,1
296,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,9935357,993535700002,9935357,father,child,F-C,1
297,,,1,5,1,1,0,0,0,0,0,0,0,0,1,0.6,2009014400002,2009014400004,20090144,child,child,siblings,0
298,,,0,1,4,1,0,0,0,0,0,0,0,0,1,0.4,2003552000003,2003552000002,20035520,child,child,siblings,1
299,,,0,1,5,1,0,0,0,1,0,0,0,0,1,0.5,2006490200003,2006490200002,20064902,child,child,siblings,0
300,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,2005957000002,2005957000001,20059570,child,mother,M-C,1
301,,,1,1,5,1,0,0,0,1,1,0,1,0,1,1,2007111400001,2007111400002,20071114,father,child,F-C,0
302,,,1,1,5,1,0,0,0,1,0,0,0,0,1,1,20090144,2009014400003,20090144,father,child,F-C,1
303,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,632399100004,6323991,6323991,child,mother,M-C,1
304,,,1,1,4,1,0,0,0,0,0,0,0,0,1,0.9,293473,29347300002,293473,father,child,F-C,1
305,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,2003581800003,20035818,20035818,child,mother,M-C,1
306,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,9447989,944798900002,9447989,father,child,F-C,1
307,,,0,1,5,1,0,0,0,0,0,0,0,0,1,0.5,2005810900003,2005810900002,20058109,child,child,siblings,0
308,,,1,1,3,1,0,0,0,0,0,0,0,0,1,0.8,2006015900002,2006015900001,20060159,child,mother,M-C,1
309,,,1,1,5,1,0,0,0,1,0,0,1,0,1,1,20037844,2003784400001,20037844,mother,father,M-F,1
310,,,1,1,5,1,0,0,0,1,0,0,0,0,1,1,20064084,2006408400002,20064084,father,child,F-C,1
311,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,2003587700003,2003587700001,20035877,child,father,F-C,1
312,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,160282300002,160282300003,1602823,child,child,siblings,1
313,,,0,1,5,1,0,0,0,0,0,0,0,0,1,0.5,243948000001,2439480,2439480,mother,father,M-F,0
314,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,484500001,4845,4845,mother,father,M-F,1
315,,,1,5,5,1,0,0,0,0,0,0,0,0,1,1,2003552000003,20035520,20035520,child,father,F-C,1
316,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,2003743000002,20037430,20037430,child,father,F-C,1
317,,,0,1,5,1,0,0,0,0,0,0,0,0,1,0.5,2006110200002,2006110200001,20061102,child,mother,M-C,0
318,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,20034486,2003448600001,20034486,mother,father,M-F,1
319,,,1,1,5,1,0,0,0,0,1,0,1,0,1,1,20062120,2006212000003,20062120,mother,child,M-C,1
320,,,1,1,5,1,0,0,0,0,0,0,0,0,1,1,368626100001,368626100002,3686261,mother,child,M-C,1
321,,,1,1,5,1,0,0,0,1,0,0,1,0,1,1,2005646600001,2005646600002,20056466,mother,child,M-C,1
